geneSymbol	female_invitro1	female_invitro2	female_invitro3	female_invitro4	female_invivo1	female_invivo2	female_invivo3	female_invivo4	asexual_invitro1	asexual_invitro2	asexual_invitro3	asexual_invitro4
cgd5_4150	10.38833728684176	10.17701065683472	10.019712554880257	9.355145554728695	9.797958246739173	9.858911424778588	9.861899937228047	9.100484928841555	2.9864232729983735	0.8719337221725845	4.53542760340149	2.186658900027122
cgd5_4170	6.6069042120648	7.128223054784775	6.888964505309304	7.551069107198396	7.738205326636397	8.382384221040848	8.189978999229673	7.494261959615448	7.697752232605643	7.284374960308673	6.861722571556066	8.014632109224028
cgd5_4190	5.764438408088428	5.8473809484407395	5.530353516127481	5.386969601285541	3.4956235611140136	3.9850383057224192	3.7716284346865105	4.145688424288024	2.9872612577808915	4.308185998696457	3.375804308092297	2.1873105231025423
cgd5_420	7.236326608347881	7.43154345505873	7.873786903740047	6.873078657094949	8.087730872699334	7.454239470116309	7.8748156374505305	6.763066834336687	2.2514688526362847	3.3884333257231147	1.9578592721574564	3.2759927327676004
cgd5_4210	6.596431399747949	7.045595832635609	6.876640971165413	5.13258842820106	6.199262816470065	5.345884254819505	5.540986621627907	5.371274765971378	7.115597177402576	6.326774339719688	7.1055179063420315	6.19263721284694
cgd5_4220	5.013987643209849	2.46101911824518	4.530884459469159	5.4610079741403625	6.7900651156589	7.0787777187085545	7.267982480014681	5.917286581824287	5.218202561385178	5.876304755626929	4.961120166795061	6.023886629884785
cgd5_4230	8.568640630684197	8.027753924497363	8.398762459041459	6.324668870985358	6.931343044458808	7.79096982438258	8.042855280584726	6.312660317826831	5.716181914091324	6.488868438412648	6.4528961162518375	5.189525111927009
cgd5_4240	3.277065658010981	2.407980267252285	3.7982282405161105	0.871933722172587	3.997841872827055	3.883518882071484	3.783280807921537	0.8719337221725845	4.091603788328344	4.845350771040292	3.040932402369218	0.8719337221725845
cgd5_4250	7.324503659683031	7.195321595595525	7.0172563151436895	6.082996843863467	7.125978955136423	7.0560527453627415	6.966427250140326	8.26633202821607	6.5285789053984296	5.532567903383571	7.632612218801353	7.3531876697830985
cgd5_4260	5.608492290551636	5.917893412702093	4.979002967140971	5.856560313677437	5.48850061227074	5.569584164379061	5.708579806876047	5.9128595845284115	7.222821112080115	7.25846176577895	7.071172090097154	7.5330569739286375
cgd5_4280	2.8892231449046277	4.055774172384873	3.378640868710681	0.871933722172587	4.147253390661349	3.9275242454995345	4.143555091970397	0.8719337221725845	5.096732185970507	5.631346987611285	4.476479507640532	4.464920329425575
cgd5_4290	6.0918847839731916	5.28850239168834	5.3594552076108615	3.887086483349001	4.586630512545694	5.178075549125764	5.306953537118499	4.109076043169524	5.532886182378075	6.956225025127829	6.049709592111895	6.030982396524726
cgd5_4300	5.7122639815195715	5.466690852229621	6.521076052650668	4.851915795891232	5.464225994134012	6.281705913389278	6.652925812954368	4.698608234456741	0.8719337221725845	0.8719337221725845	1.9991022757028545	2.1992917163290167
